"Titularidad","Nombre","Dirección","CP","Municipio","Teléfono","Plazas","URL","Latitud","Longitud","Actualizado","Provincia"
"Pública local","Organismo autónomo local - Residencia Zallako Eguzki","Avenida Sabino Arana 2","48860","Zalla","946 67 02 54 / 946 67 02 55",59,NA,43.21576,-3.132864,"10-07-20 00:14:44","Bizkaia"
"Privada sin fin de lucro","Santa y Real Casa de Misericordia","Avenida Sabino Arana 2","48013","Bilbao","944 41 19 00",237,NA,43.264963,-2.947131,"11-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Jado","Plaza del Señorío de Bizkaia 7","48980","Santurtzi","944 93 82 07",11,"www.residenciajado.com",43.327075,-3.02881,"5-04-20 00:14:44","Bizkaia"
"Privada","V. C. Gurutxe","Calle Hurtado de Amézaga 10 - 4º dcha.","48008","Bilbao","944 16 88 78",10,NA,43.26015,-2.929417,"9-04-20 00:14:44","Bizkaia"
"Privada","Residencia Santamariñe","Calle Goieta 29","48610","Urduliz","946 76 63 71",61,"www.residenciasantamarine.com",43.37493,-2.958623,"5-05-20 00:14:44","Bizkaia"
"Privada","Apartamentos tutelados Erandio","Carretera Leioa - umbe 33","48950","Erandio","944 67 62 50",98,NA,43.329208,-2.952697,"10-04-20 00:14:44","Bizkaia"
"Privada","Residencia Fundación Elorduy","Carretera del Ayuntamiento 1","48650","Barrika","946 77 01 40",90,"www.residenciamayoreselorduy.es",43.406034,-2.96185,"10-04-20 00:14:44","Bizkaia"
"Privada","Residencia San Andrés Usánsolo","Calle Ander Deuna 33","48960","Galdakao","944 57 09 57",27,"residencias-sanandres.com",43.220291,-2.819469,"21-04-20 00:14:44","Bizkaia"
"Privada","Residencia Olabe","Barrio Astelarra 13 - bajo","48392","Muxika","946 25 29 45",40,"www.residenciaolabe.com",43.282477,-2.686445,"11-04-20 00:14:44","Bizkaia"
"Pública provincial","Residencia Truiuondo","NA Polígono Torrelarragoiti 6","48170","Zamudio","946 57 55 00",120,"www.naguspea.es/centro-residencial-truiuondo/",43.280174,-2.862623,"3-04-20 00:14:44","Bizkaia"
"Privada","Residencia Virgen de Begoña","Calle Grupo Begoñalde 9 - 1º","48007","Bilbao","944 45 80 09",18,"www.residenciavirgendebegona.com",43.2618,-2.91487,"5-04-20 00:14:44","Bizkaia"
"Privada","Hogar Residencial Beurko Berria","Calle Luis de Castrejana 7","48902","Barakaldo","944 37 57 00",14,NA,43.299358,-2.994508,"8-04-20 00:14:44","Bizkaia"
"Privada sin fin de lucro","Residencia Fundadora Siervas de Jesús","Avenida Universidades 7","48007","Bilbao","944 46 58 00",56,NA,43.270268,-2.934366,"17-04-20 00:14:44","Bizkaia"
"Pública provincial","Residencia José María Azkuna","Avenida José Antonio Agirre s/n","48340","Amorebieta-Etxano","946 30 99 55",112,NA,43.22074,-2.728932,"9-04-20 00:14:44","Bizkaia"
"Privada","Residencia Andia","Calle Julián Gaiarre 7 - B - bajo","48004","Bilbao","944 73 20 19",15,NA,43.25174,-2.903629,"22-09-20 00:14:44","Bizkaia"
"Privada","Residencia Sopelana","Calle Sabino Arana 35","48600","Sopela","946 76 48 47",51,"www.residenciasopelana.com",43.381773,-2.974779,"5-04-20 00:14:44","Bizkaia"
"Privada","Apartamentos tutelados Residencial Larrondo","Calle Sabino Arana 62","48600","Sopela","946 76 48 47",38,NA,43.381152,-2.97473,"10-07-20 00:14:44","Bizkaia"
"Privada","DomusVi Ribera","Calle Ribera 5","48005","Bilbao","946 79 29 38",193,NA,43.258937,-2.925863,"4-02-20 00:14:44","Bizkaia"
"Privada","Santa María de Getxo","Calle Maidagan 34","48993","Getxo","944 60 73 51",24,NA,43.361053,-3.013399,"17-04-20 00:14:44","Bizkaia"
"Privada","Residencia Emilia Mitxelena","Avenida Lehendakari Agirre 39","48880","Trucios-Turtzioz","946 80 90 45",36,NA,43.270606,-3.257057,"8-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Ayala","Calle Canciller de Ayala 1 - 2º dcha.","48008","Bilbao","944 74 14 83",11,NA,43.260721,-2.929124,"12-04-20 00:14:44","Bizkaia"
"Privada","Residencia Igurco Orúe","Barrio San Miguel de Dudea s/n","48340","Amorebieta-Etxano","946 30 05 50",129,"www.igurco.es/pub/cast/orue/orue.htm",43.202201,-2.705605,"7-07-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Eguski","Calle Perune Barri 10","48930","Getxo","944 91 15 13",14,NA,43.368611,-3.009818,"8-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Lasaitasun","Barrio de Azkarai 3","48193","Gordexola","946 69 23 79",12,NA,43.18881,-3.045068,"17-04-20 00:14:44","Bizkaia"
"Privada","Hogar del anciano San Pancracio","Calle Grupo Lehendakari Aguirre 3 - bajo","48510","Valle de Trápaga-Trapagaran","944 92 30 39",10,NA,43.292739,-3.01648,"17-04-20 00:14:44","Bizkaia"
"Privada","Residencia Bolueta","Calle Grupo Sagarminaga 9 - bajo","48004","Bilbao","944 73 86 30",21,NA,43.248152,-2.911102,"8-04-20 00:14:44","Bizkaia"
"Privada sin fin de lucro","Residencia Religiosas Angélicas","Calle Pérez Galdós 5","48010","Bilbao","944 70 20 05",75,"www.angelicas.org",43.258746,-2.941472,"1-07-20 00:14:44","Bizkaia"
"Privada","Fundación Aspaldiko","Barrio La Florida s/n","48920","Portugalete","944 62 50 00",307,"www.aspaldiko.org",43.321106,-3.027652,"11-04-20 00:14:44","Bizkaia"
"Pública local","Andra Mari Santo Hospital","Barrio Andra Mari 8","48410","Orozko","946 33 99 90",43,"www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-orozco",43.111777,-2.912076,"3-05-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Alameda 2002","Alameda Urquijo 45 - 2º","48011","Bilbao","944 21 72 19",13,NA,43.26036,-2.938042,"2-05-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Amatxu de Begoña","Plaza Alfredo Kraus 5 - bajo","48002","Bilbao","944 21 12 05",12,"www.residenciaamatxudebegona.com",43.254785,-2.947847,"9-04-20 00:14:44","Bizkaia"
"Privada","Residencia Barrika Barri","Calle Bide Nagusia 7","48650","Barrika","946 77 44 77",105,"www.residenciabarrikabarri.com",43.401754,-2.966484,"5-04-20 00:14:44","Bizkaia"
"Privada","Residencia San Miguel","Calle Basauri 3 - 5","48970","Basauri","944 26 21 52",25,"www.residenciasanmiguel.net",43.220595,-2.885516,"3-04-20 00:14:44","Bizkaia"
"Privada","Residencia Usánsolo","Barrio Gorosibai 24","48960","Galdakao","944 57 22 24",24,"residenciausansolo.es",43.219091,-2.812407,"9-05-20 00:14:44","Bizkaia"
"Pública provincial","Residencia Marcelo Gangoiti","Calle Marcelo Gangoiti 1","48550","Muskiz","946 70 84 90",122,"www.vitalitas.es/residencias/residencia-marcelo-gangoiti",43.322114,-3.125587,"8-04-20 00:14:44","Bizkaia"
"Privada","Arratiako Egoitza - Herri Erakunde Autonomoa","NA Barriada Ibarra Auzoa 17","48141","Dima","946 31 57 76",60,"www.arratia.net/es-ES/Servicios/Arratiako_Egoitza/Paginas/default.aspx",43.140097,-2.750573,"3-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Gran Vía 49","Calle Gran Vía de Diego López de Haro 49 - ppal. dcha.","48011","Bilbao","944 42 55 72",12,NA,43.263522,-2.938074,"11-05-20 00:14:44","Bizkaia"
"Privada","Residencia Conde de Aresti","Calle Bruno Mauricio Zabala 22","48003","Bilbao","944 15 60 92",167,"residenciacondearesti.com",43.254746,-2.93191,"3-04-20 00:14:44","Bizkaia"
"Pública local","Residencia municipal de ancianos de Orduña","Barrio San Francisco 1","48460","Urduña/Orduña","945 38 30 25",56,NA,42.99237,-3.009134,"14-07-20 00:14:44","Bizkaia"
"Privada","Residencia Rodríguez Andoin V","Calle General Castaños 135 - 137 - 139","48920","Portugalete","944 83 00 86",70,"www.andoinv.com",43.324021,-3.032995,"12-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Marán","Calle Santutxu 42 - bajo","48004","Bilbao","944 32 00 38",14,NA,43.251612,-2.915313,"22-05-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Aguirre","Calle Máximo Aguirre 16 - 2º dcha - izda","48011","Bilbao","944 42 59 72",14,NA,43.263175,-2.938032,"8-04-20 00:14:44","Bizkaia"
"Privada","Residencia Elexalde","Calle Hermano Víctor 3","48960","Galdakao","944 57 33 35",19,NA,43.229425,-2.852889,"7-05-20 00:14:44","Bizkaia"
"Privada","Centro de Convalecencia II","Calle Banco de España 3 - 3º dcha","48005","Bilbao","944 15 08 30",14,NA,43.257888,-2.922999,"14-05-20 00:14:44","Bizkaia"
"Privada","Virgen de la Vega","Calle Hermano Víctor 1","48960","Galdakao","944 57 30 67",27,NA,43.229169,-2.853087,"7-05-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Bizi-Izukaitz","Calle Máximo Aguirre 11 - 33º","48011","Bilbao","944 23 74 41",8,NA,43.264193,-2.937363,"10-04-20 00:14:44","Bizkaia"
"Privada","Residencia Gure Etxea II","NA Barriada Dudea 25 bis","48340","Amorebieta-Etxano","946 30 96 80",19,NA,43.223769,-2.716147,"8-04-20 00:14:44","Bizkaia"
"Privada","DomusVi Aperribai","Barrio Aperribai Zaharra 9","48960","Galdakao","944 26 23 34",48,"www.domusvi.es/residencia-de-mayores-domusvi-aperribai",43.241921,-2.87505,"4-04-20 00:14:44","Bizkaia"
"Privada","Sanitas Residencial Barakaldo","Calle Eguskiagirre 8","48902","Barakaldo","944 78 30 20",217,"www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-barakaldo",43.293891,-2.996682,"6-07-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Irabel","Calle Hurtado de Amézaga 3 - 2º izda.","48008","Bilbao","944 22 00 74",8,NA,43.258695,-2.931387,"8-04-20 00:14:44","Bizkaia"
"Privada","DomusVi Miraflores","Avenida Miraflores 17","48004","Bilbao","944 33 37 56",139,"www.domusvi.es/residencia-mayores-vizcaya-bilbao-miraflores",43.24945,-2.92025,"11-04-20 00:14:44","Bizkaia"
"Privada","Residencia Anai Artean","Calle Santutxu 40 - bajo","48004","Bilbao","944 33 35 79",19,NA,43.251506,-2.915612,"22-09-20 00:14:44","Bizkaia"
"Pública local","Residencia Artibai","Calle Artibai 4","48700","Ondarroa","946 83 32 31",54,NA,43.319934,-2.423474,"14-03-20 00:14:44","Bizkaia"
"Privada","Residencia Izaro XXI","Calle Pintor Losada 21 - bajo","48004","Bilbao","944 12 31 28",19,NA,43.249469,-2.912426,"8-04-20 00:14:44","Bizkaia"
"Pública provincial","Residencia Zorrozgoiti","Camino Zorrozgoiti 23","48013","Bilbao","944 74 25 36",140,"www.igurco.es/pub/cast/zorrozgoiti/zorrozgoiti.htm",43.274826,-2.976013,"4-04-20 00:14:44","Bizkaia"
"Privada","Vivienda Comunitaria Ibaizabal","Calle Campa Iabizabal 3","48003","Bilbao","944 16 44 00",12,NA,43.243854,-2.925917,"17-04-20 00:14:44","Bizkaia"
"Pública local","Vivienda comunitaria Zorroza","Carretera Zorroza-Castrejana 46 - bajo","48002","Bilbao","695 79 05 59",12,NA,43.271627,-2.974583,"11-04-20 00:14:44","Bizkaia"
"Privada","Vivienda comunitaria Bilbao","Calle Gran Vía de Diego López de Haro 64 - 1º izda.","48011","Bilbao","944 42 42 18",8,NA,43.264607,-2.941582,"28-07-20 00:14:44","Bizkaia"
"Privada","Residencia Los Rosales","Avenida José Ramos 5","49150","Moraleja del Vino","980 57 15 87",70,"www.losrosalesresidencia.com",41.467309,-5.659668,"6-05-20 00:14:44","Zamora"
"Pública local","Residencia de mayores Santa Marina","Calle El Borrinino s/n","49240","Villar del Buey","980 56 41 66",29,"residenciasantamarina.wordpress.com/",41.325592,-6.189587,"28-08-20 00:14:44","Zamora"
"Privada","Residencia El Almendro","Carretera de Tiedra 7","49835","Pozoantiguo","980 69 64 68",12,"www.residenciaelalmendro.es",41.595729,-5.432494,"15-04-20 00:14:44","Zamora"
"Privada","Residencia para personas mayores San Raimundo","Camino San Benito 9","49530","Coreses","980 50 02 04",76,"www.residenciasanraimundo.com",41.547805,-5.617325,"4-04-20 00:14:44","Zamora"
"Privada","Fundación San Francisco de Paula - Residencia de ancianos","Calle Marcelino del Valle 12","49400","Fuentesaúco","980 60 02 58",39,NA,41.234488,-5.495569,"3-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia de 3ª edad Virgen de la Salud","Plaza Domingo Dacosta Fernández 35","49500","Alcañices","980 68 02 95",72,NA,41.698489,-6.349023,"21-07-20 00:14:44","Zamora"
"Pública local","Residencia de mayores San Tirso","Calle Peralinas s/n","49625","Santibáñez de Tera","980 65 88 71",48,"www.residenciasnj.es/santirso/",41.981722,-5.923152,"5-04-20 00:14:44","Zamora"
"Pública local","Residencia geriátrica Virgen de la Trinidad","Calle Tejares 24","49690","San Cristóbal de Entreviñas","980 64 39 80",46,NA,42.049803,-5.635051,"3-04-20 00:14:44","Zamora"
"Pública local","Residencia Don Rufino","Calle Barrero 4","49100","Villanueva del Campo","980 66 65 22",52,"www.residencialdonrufino.es",41.985432,-5.404668,"10-04-20 00:14:44","Zamora"
"Privada","Residencia de mayores La Plaza","Plaza Mayor 19 - 22","49150","Moraleja del Vino","980 57 19 96",70,"www.residencialplaza.com",41.462894,-5.655467,"4-04-20 00:14:44","Zamora"
"Pública local","Residencia Virgen de la Encarnación","Calle Cervantes s/n","49166","Villalcampo","980 55 47 15",59,NA,41.519512,-6.04654,"12-05-20 00:14:44","Zamora"
"Pública local","Residencia Virgen de Árboles","Calle Oro 68","49160","Carbajales de Alba","980 58 52 75",51,NA,41.651118,-5.993121,"4-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia de ancianos San Agustín","Avenida Carlos Latorre 18 A","49800","Toro","980 69 47 55",108,NA,41.5244,-5.38885,"5-04-20 00:14:44","Zamora"
"Privada","Vivienda para la 3ª edad San Roque","Camino Bodegas 10","49810","Morales de Toro","980 69 80 90",12,"www.residencisanroque.es",41.536741,-5.302966,"27-08-20 00:14:44","Zamora"
"Pública local","Residencia Belén","Calle Juan Antonio Casanueva 13","49210","Almeida de Sayago","980 61 23 72",38,NA,41.266864,-6.074254,"8-05-20 00:14:44","Zamora"
"Privada","Residencias Asistenciales El Niño Jesús","Calle Candelaria Ruiz del Árbol 2 - bajo","49016","Zamora","980 51 95 64",16,"www.residenciasnj.es/ninojesus/",41.50444,-5.738941,"7-05-20 00:14:44","Zamora"
"Pública local","Residencia de ancianos Vidriales","Calle del Palacio 37","49610","Santibáñez de Vidriales","980 64 80 61",40,NA,42.077919,-6.01166,"7-07-20 00:14:44","Zamora"
"Pública local","Residencia Sotochico","Calle Armando Zurdo s/n","49716","Argujillo","980 57 87 62 / 980 57 56 85",21,"www.residenciasnj.es/sotochico",41.314,-5.58982,"7-05-20 00:14:44","Zamora"
"Privada","Centro Asistencial Psicogeriátrico Los Álamos","Carretera de Benavente a Ourense Km. 15.5","49622","Quiruelas de Vidriales","980 64 61 03",45,NA,42.017419,-5.830446,"10-04-20 00:14:44","Zamora"
"Pública autonómica","Residencia mixta Los Valles de Benavente","Calle Las Moras s/n","49600","Benavente","980 63 07 71",218,NA,42.0129,-5.6887,"3-04-20 00:14:44","Zamora"
"Privada","Residencia Geriátrica Santa Cristina","Calle Luis Rodríguez 51","49620","Santa Cristina de la Polvorosa","980 63 82 82",43,"www.residenciasantacristina.com",41.993582,-5.711162,"8-04-20 00:14:44","Zamora"
"Privada","Residencia Saucana de Servicios Sociales","Calle Salamanca 15","49820","Villabuena del Puente","980 60 66 94",44,NA,41.375279,-5.41191,"11-04-20 00:14:44","Zamora"
"Privada","Caser Residencial Zamora","Calle Félix Rodríguez de la Fuente 16","49159","Villaralbo","980 53 99 36",101,"www.caseresidencial.es/zamora",41.491818,-5.687914,"15-10-20 00:14:44","Zamora"
"Privada","Residencia Geriátrica Ruta de la Plata","Calle Claudio Rodriguez 22","49192","Roales","980 53 89 30 / 615 99 17 97",38,"www.residenciarutadelaplata.com",41.553858,-5.773971,"18-07-20 00:14:44","Zamora"
"Pública autonómica","Residencia de personas mayores Los Tres Árboles","Avenida Obispo Acuña 4","49017","Zamora","980 52 29 04",173,NA,41.503319,-5.738708,"12-04-20 00:14:44","Zamora"
"Privada","Residencia de personas mayores San Salvador","Calle El Salvador 6","49519","Rabanales","980 68 18 32 / 980 68 18 33",99,"www.residenciasansalvador.com",41.739052,-6.276772,"3-04-20 00:14:44","Zamora"
"Pública local","Residencia Virgen del Carmen Tierra del Vino","Calle Avedillo 21","49191","Peleas de Abajo","900 57 46 45",122,"www.residenciasnj.es/virgendelcarmen/",41.392821,-5.686903,"16-07-20 00:14:44","Zamora"
"Privada","Gerovida Monfarracinos","Calle Adolfo Suárez 41","49121","Monfarracinos","980 50 55 18",94,"gerovida.es/centros/zamora/centro-gerovida-en-monfarracinos",41.554088,-5.702586,"11-07-20 00:14:44","Zamora"
"Privada","DomusVi Villaralbo","Camino Moraleja 1","49159","Villaralbo","980 53 94 91",169,"www.domusvi.es/residencia-de-mayores-en-zamora-domusvi-villaralbo",41.488495,-5.688673,"4-04-20 00:14:44","Zamora"
"Privada","Centro Residencial Mombuey","NA Cañada de las Urrietas s/n","49310","Mombuey","980 64 43 84",120,NA,42.028447,-6.337848,"17-05-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia de 3ª edad Amor de Dios","Rúa de los Francos 26","49001","Zamora","980 53 36 16",95,NA,41.502103,-5.748652,"4-04-20 00:14:44","Zamora"
"Privada","Residencia San Gregorio","Calle Pinar 2","49023","Zamora","980 51 19 11",163,NA,41.516621,-5.746155,"7-07-20 00:14:44","Zamora"
"Pública local","Residencia de personas mayores Montamarta","Calle Caballeros 15","49149","Montamarta","980 55 01 12",27,NA,41.64361,-5.804183,"3-04-20 00:14:44","Zamora"
"Privada","Residencial El Molino","Carretera de la Estación 35","49530","Coreses","980 50 00 29",90,"www.residenciaelmolino.com",41.546544,-5.619104,"3-04-20 00:14:44","Zamora"
"Privada","Residencia Virgen de Begoña I","Calle Ancha 7","49800","Toro","980 69 23 22",25,NA,41.5229,-5.400159,"12-07-20 00:14:44","Zamora"
"Privada","Residencia La Natividad","Plaza Mayor s/n","49211","Roelos de Sayago","686 34 26 62 / 980 61 55 34",31,NA,41.252406,-6.17169,"5-04-20 00:14:44","Zamora"
"Pública local","Residencia Divina Misericordia","Camino Viña 24","49140","Tábara","980 59 02 61",49,"www.residenciasnj.es/divinamisericorida/",41.827431,-5.965698,"7-07-20 00:14:44","Zamora"
"Pública local","Residencia geriátrica Almaraz de Duero","Calle Cura 18","49180","Almaraz de Duero","980 55 41 39",36,"residencia.almarazdeduero.com",41.473143,-5.914668,"19-07-20 00:14:44","Zamora"
"Privada","Centro de personas mayores San Roque II","Calle Marqués de Villachica 2","49810","Morales de Toro","980 69 80 90 / 615 27 33 77",16,"www.residenciasanroque.es",41.536672,-5.302874,"27-08-20 00:14:44","Zamora"
"Pública local","Residencia Matías Alonso","Calle Matías Alonso s/n","49137","Villarrín de Campos","980 58 00 72",79,NA,41.797255,-5.636521,"3-04-20 00:14:44","Zamora"
"Privada","Residencia La Inmaculada","Plaza de San Nicolás s/n","49630","Villalpando","980 66 04 51",82,"residencialainmaculadavillalpando.com",41.864988,-5.411799,"8-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia Don Antonio y Doña Esther","Calle Paraje Punta Arriba del Lugar B","49220","Fermoselle","980 61 33 40",49,NA,41.314693,-6.386751,"3-04-20 00:14:44","Zamora"
"Privada","Residencia Ciudad de Toro","Glorieta Puente de Piedra 1","49800","Toro","980 69 20 81",95,"www.residenciaciudaddetoro.es",41.524858,-5.401629,"3-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia Conchita Regojo","Calle Alto de Santa Colomba 290","49220","Fermoselle","980 61 31 66",80,NA,41.31588,-6.388917,"3-04-20 00:14:44","Zamora"
"Privada","Centro Residencial Coral","Calle Tardobispo 4","49190","Morales del Vino","980 57 04 93",49,NA,41.445932,-5.736184,"18-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia Nuestra Señora de la Piedad y San José","Calle General Mola 25","49600","Benavente","980 63 02 88",112,NA,42.003025,-5.674083,"26-01-20 00:14:44","Zamora"
"Privada","Residencia de personas mayores Santa Paula","Calle José Antonio 43","49151","Gema","980 57 68 61",31,NA,41.417484,-5.649121,"26-01-20 00:14:44","Zamora"
"Pública local","Residencia de personas mayores de Fariza","Calle Trigal s/n","49213","Fariza","980 61 78 81",38,"fariza.es/residencia.htm",41.420379,-6.269409,"27-05-20 00:14:44","Zamora"
"Privada","Residencia de 3ª edad Estrella de la Mañana","Calle Real 1","49128","Cañizo","980 58 07 88",22,NA,41.769898,-5.501264,"6-05-20 00:14:44","Zamora"
"Privada","Residencia 3ª edad San Juan Bautista","Calle Ribera 3","49335","Ferreras de Abajo","980 59 20 30",72,"www.sjbautista.com",41.894882,-6.074324,"6-07-20 00:14:44","Zamora"
"Pública local","Residencia Virgen del Rosario","Carretera Ilanes s/n","49350","Galende","980 10 11 29",60,NA,42.084872,-6.646896,"16-08-20 00:14:44","Zamora"
"Pública local","Residencia de mayores Peleagonzalo","Calle Fuente del Soto s/n","49880","Peleagonzalo","980 69 91 42",12,NA,41.481394,-5.486031,"27-08-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia Reina de la Paz","Calle Hernán Cortés 44","49021","Zamora","980 52 00 20",208,NA,41.513036,-5.726992,"8-04-20 00:14:44","Zamora"
"Privada","Residencia de personas mayores MV Geriatría","Calle Carretera 127","49332","Camarzana de Tera","902 10 06 38",49,"www.mvgeriatria.com",41.9927,-6.034753,"2-06-20 00:14:44","Zamora"
"Pública provincial","Residencia Virgen del Canto","Calle Santa Catalina de Roncesvalles 24","49800","Toro","980 69 07 51 / 980 69 01 74",170,NA,41.522846,-5.385697,"11-07-20 00:14:44","Zamora"
"Pública local","Residencia San Vicente","Calle Lana 23","49212","Muga de Sayago","980 61 74 79",36,NA,41.38668,-6.204002,"3-04-20 00:14:44","Zamora"
"Privada sin fin de lucro","Residencia Sagrada Familia","Carretera de Alcañices s/n","49562","Villardeciervos","980 65 49 30",50,NA,41.940089,-6.283217,"4-04-20 00:14:44","Zamora"
"Pública local","Residencia de personas mayores Milagrosa Corrales","Avenida Tercera Edad s/n","49700","Corrales del Vino","980 56 03 63",77,"www.residenciamilagrosa.com",41.36071,-5.724586,"3-04-20 00:14:44","Zamora"
"Privada","El Jardín del Corrillo","Pasadizo de San Nicolás 9","49600","Benavente","980 63 72 83",30,"www.geriacyl.es",42.002312,-5.677145,"7-05-20 00:14:44","Zamora"
"Privada","Centro Geriátrico Ciudad de Benavente","Carretera de Madrid a A Coruña Km. 260","49600","Benavente","980 63 66 76",135,NA,41.993571,-5.649144,"15-05-20 00:14:44","Zamora"
"Privada","Unidad Residencial de personas mayores San Pablo","Calle Los Claveles s/n","49159","Villaralbo","980 53 99 46",20,NA,41.491711,-5.687911,"15-10-20 00:14:44","Zamora"
"Privada","DomusVi Puerta Nueva","Calle Puerta Nueva 50","49016","Zamora","980 50 98 28",110,"www.domusvi.es/residencia-zamora-puerta-nueva",41.501446,-5.739536,"4-04-20 00:14:44","Zamora"
"Privada","Residencia de mayores Los Olivos","Camino Toro 22","49810","Morales de Toro","980 56 81 68",29,"www.residencialosolivos.es",41.535895,-5.313629,"16-07-20 00:14:44","Zamora"
"Privada","Residencia María Dolores","Calle Don Ismael Calvo 5","49835","Pozoantiguo","980 69 64 43",36,"www.residenciamdolores.com",41.595732,-5.435544,"7-05-20 00:14:44","Zamora"
"Privada","Residencia Ibercaja Rey Ardid Juslibol","Camino Viejo de Alfocea 8","50191","Zaragoza","976 50 67 86",127,"residenciasreyardid.es/residencias-mayores/zaragoza/actur",41.687747,-0.88942,"3-04-20 00:14:44","Zaragoza"
"Privada","Residencia Betania-Escolapios","Avenida Academia General Militar 80 (acceso por Colegio Cristo Rey)","50015","Zaragoza","976 50 69 46",62,"residenciabetania.es",41.686861,-0.867575,"3-04-20 00:14:44","Zaragoza"
"Pública local","Residencia San Cristóbal","NA Paraje El Santo s/n","50408","Aguarón","976 62 03 89",58,NA,41.333661,-1.31415,"12-06-20 00:14:44","Zaragoza"
"Pública local","Residencia de personas mayores José Bribián Sanz","Carretera de Aguarón s/n","50400","Cariñena","976 79 31 21",124,"www.vitaliahome.es/project/carinena/",41.341577,-1.229257,"12-07-20 00:14:44","Zaragoza"
"Privada","Residencia Hispanidad","Calle Vía Hispanidad 154","50017","Zaragoza","976 78 10 49",22,NA,41.65822,-0.921171,"15-04-20 00:14:44","Zaragoza"
"Pública local","Residencia Sabiñán","Calle Laureles 23","50299","Sabiñán",NA,47,NA,41.441072,-1.565546,"17-05-20 00:14:44","Zaragoza"
"Privada","Residencia Nuestra Señora del Puig","Calle del Puig 2","50692","Joyosa (La)","976 65 11 92",34,"www.residenciadelpuig.com",41.745045,-1.073381,"9-04-20 00:14:44","Zaragoza"
"Privada","Residencia de 3ª edad Virgen de la Sierra","Calle La Gasca s/n","50310","Villarroya de la Sierra","976 89 94 02",10,NA,41.466164,-1.787711,"3-05-20 00:14:44","Zaragoza"
"Privada","Residencia para personas mayores Plaza","Calle Virgen de Movera 5","50194","Zaragoza","976 58 29 33",58,"www.grupoblamar.com",41.649808,-0.822345,"4-04-20 00:14:44","Zaragoza"
"Privada sin fin de lucro","Casa de Amparo de la Inmaculada Concepción de Alagón","Plaza de Alhóndiga 18","50630","Alagón","976 61 08 86",81,"www.residencia-alagon.com",41.769101,-1.122086,"3-04-20 00:14:44","Zaragoza"
"Pública autonómica","Residencia Las Fuentes","Calle Fray Luis Urbano 90","50002","Zaragoza","976 59 76 26",68,"www.fsyc.org/proyectos/residencia-centro-de-dia-las-fuentes",41.642773,-0.859679,"12-07-20 00:14:44","Zaragoza"
"Privada","Residencia Jardines de Villafranca","Calle Alfonso Bes s/n","50174","Villafranca de Ebro","976 16 71 79 / 976 16 63 13",72,NA,41.576295,-0.656465,"3-05-20 00:14:44","Zaragoza"
"Privada","Residencia Princesa","Calle Baluarte Aragonés 15","50014","Zaragoza","976 47 98 98",34,NA,41.659842,-0.859943,"11-12-20 00:14:44","Zaragoza"
"Privada","Residencia Santa Isabel","Calle Solidaridad 32","50016","Zaragoza","876 64 38 43",30,NA,41.666342,-0.823602,"5-12-20 00:14:44","Zaragoza"
"Privada","Residencia de Tercera Edad Delicias","Avenida Navarra 45","50010","Zaragoza","946 33 60 93",21,NA,41.654973,-0.904928,"5-12-20 00:14:44","Zaragoza"
"Privada sin fin de lucro","Fundación Virgen de la Ola","NA Replaceta Molís Belaza 1","50298","Pinseque","976 65 16 78",35,NA,41.736176,-1.100974,"7-07-20 00:14:44","Zaragoza"
"Privada sin fin de lucro","Residencia de ancianos Virgen de San Cristóbal","Calle Santa Luisa de Marillac 8","50678","Uncastillo","976 67 90 24 / 976 67 90 36",45,NA,42.362073,-1.129964,"4-04-20 00:14:44","Zaragoza"
"Privada","Residencia Nuestra Señora del Carmen","Calle Carmen 21","50108","Almonacid de la Sierra","976 62 74 08",31,"www.residenciadelcarmen.com",41.398629,-1.322886,"3-04-20 00:14:44","Zaragoza"
"Pública local","Residencia Beata María Pilar Izquierdo","Carretera Calatorao 81","50461","Alfamén","976 62 85 78",32,"fundaciondesarrollosocial.blogspot.com.es/p/residencia-municipal-de-alfamen.html",41.436586,-1.239546,"3-04-20 00:14:44","Zaragoza"
