,Titularidad,Nombre,Dirección,CP,Municipio,Teléfono,Plazas,URL,Latitud,Longitud,Actualizado,Provincia,geometry
4053,Pública local,Centro de acogida Las Indias,Carretera General 61,38740.0,Fuencaliente de la Palma,663 89 80 12,17.0,,,,8-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (nan nan)
4054,Privada,Casa de acogida Madre del Redentor,Calle Padre Julián de Armas 9 - 14,38360.0,Sauzal (El),922 57 03 00,112.0,www.madredelredentor.com/madre-del-redentor/,28.477572,-16.434849,8-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.434849 28.477572)
4055,Privada,Privilegium San Fernando,Calle Alemania 11 - Urb. San Fernando,38400.0,Puerto de la Cruz,922 37 61 13,23.0,www.privilegium.es,28.407190000000003,-16.54401,17-07-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.54401 28.40719)
4056,Pública local,Residencia geriátrica Nuestra Señora de la Luz,NA Placeta de la Constitución 6,38470.0,Silos (Los),922 84 00 51,32.0,,28.365552,-16.814853,9-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.814853 28.365552)
4057,Privada,Centro sociosanitario Güímar,Calle Hernán Cortés 6,38508.0,Güímar,922 52 82 32,75.0,www.aeromedica.com/servicios-sociales/centros-geriatricos/tenerife/centro-socio-sanitario-guimar/el-centro.html,28.295165,-16.377653,20-07-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.377653 28.295165)
4058,Privada sin fin de lucro,Hogar Santísimo Cristo de La Laguna,Calle Viana 64,38201.0,San Cristóbal de La Laguna,922 25 22 47,115.0,,28.491953999999996,-16.313118,10-07-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.313118 28.491954)
4059,Pública local,Centro sociosanitario Fasnia,Calle Emiliano Díaz Castro s/n,38570.0,Fasnia,922 53 03 54,75.0,,28.235588,-16.439505,1-08-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.439505 28.235588)
4060,Privada,Hogar de mayores Santa María de la Ascensión,Calle San Felipe 5 - Urb. Tristán,38009.0,Santa Cruz de Tenerife,922 21 91 81,19.0,hogardemayorestenerife.com,28.458509000000003,-16.277832,31-10-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.277832 28.458509)
4061,Privada sin fin de lucro,Residencia Concha Castro,Calle Adeje 35- Bº de la Salud Alto,38008.0,Santa Cruz de Tenerife,922 21 24 00,78.0,residenciaconchacastro.com,28.47379,-16.277807,8-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.277807 28.47379)
4062,Pública local,Centro Geriátrico Nuestra Señora de la Concepción,Plaza de Santo Domingo 1,38450.0,Garachico,922 13 33 15,68.0,,28.373756,-16.759356,4-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.759356 28.373756)
4063,Privada sin fin de lucro,Hogar Nuestra Señora de la Candelaria,Calle Poeta Ramón Gil Roldán 3,38006.0,Santa Cruz de Tenerife,922 27 04 10,97.0,,28.468539,-16.267232,31-10-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.267232 28.468539)
4064,Pública local,Residencia de Mayores Puntallana,Calle Cruz Herrera 16,38715.0,Puntallana,922 43 06 23,29.0,,28.752365,-17.75337,4-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-17.75337 28.752365)
4065,Privada,Residencia de la 3ª Edad San Pancracio Vistabella,Carretera General de Santa Cruz a La Laguna 61,38009.0,Santa Cruz de Tenerife,922 66 24 24,28.0,www.residenciavistabella.com,28.463540999999996,-16.282802,12-07-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.282802 28.463541)
4066,Pública local,Centro asistencial de mayores Sor Josefa Argote,Calle Machines 15,38787.0,Garafía,922 40 04 58,20.0,,28.828081,-17.859346,26-05-20 00:14:44,Sta. Cruz de Tenerife,POINT (-17.859346 28.828081)
4067,Privada,Hogar de Mayores Virgen de Candelaria,Carretera de Santa Cruz a La Laguna 74 - Vistabella,38009.0,Santa Cruz de Tenerife,922 64 39 39 / 659 37 08 02,24.0,residenciacandelaria.wordpress.com/introduccion/,28.464114000000002,-16.282738000000002,8-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.282738 28.464114)
4068,Privada,Casa de acogida Jesús de Nazaret,Camino El Cardonal s/n - Pol. Ind. Las Almenas,38430.0,Icod de los Vinos,922 81 65 89,36.0,www.madredelredentor.com/jesus-de-nazaret/,28.381994,-16.697639000000002,8-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.697639 28.381994)
4069,Privada sin fin de lucro,Hogar Virgen Poderosa,Calle Nava y Grimón 28,38201.0,San Cristóbal de La Laguna,922 63 22 27,29.0,,28.489652000000003,-16.31319,7-07-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.31319 28.489652)
4070,Privada,ISABA Casa de Mayores,Calle Andrés Orozco Batista 20 - Vistabella,38009.0,Santa Cruz de Tenerife,922 65 79 45 / 922 65 70 98,26.0,casamayores.com,28.465389000000002,-16.281242000000002,4-04-20 00:14:44,Sta. Cruz de Tenerife,POINT (-16.281242 28.465389)
4071,Privada,Residencia Las Cumbres,Barrio San Andrés 165,39619.0,Medio Cudeyo,942 54 43 37,31.0,www.residenciacumbres.com,43.385797,-3.807303,3-05-20 00:14:44,Cantabria,POINT (-3.807303 43.385797)
4072,Privada,CAD Santa Eulalia,Calle Constitución 15,39410.0,Valdeolea,942 57 48 05,60.0,qdcantabria.es/?page_id=11,42.873940000000005,-4.162952,3-04-20 00:14:44,Cantabria,POINT (-4.162952 42.87394)
4073,Privada,Residencia Vega de Pas,Calle Campogiro 3,39685.0,Vega de Pas,942 59 50 09,48.0,www.residenciavegadepas.com,43.159310999999995,-3.7830169999999996,3-04-20 00:14:44,Cantabria,POINT (-3.783017 43.159311)
4074,Privada,Sanitas Residencial Santander,Calle Santa Lucía 51,39003.0,Santander,942 30 03 00,118.0,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-santander,43.464455,-3.798544,5-04-20 00:14:44,Cantabria,POINT (-3.798544 43.464455)
4075,Privada,Residencia mixta San José,Barrio de la Iglesia 59,39649.0,Villacarriedo,942 59 03 64,75.0,www.residenciamixtasanjose.com,43.243257,-3.828556,12-07-20 00:14:44,Cantabria,POINT (-3.828556 43.243257)
4076,Pública local,Residencia municipal de Castro-Urdiales,Calle Silvestre Ochoa 27,39700.0,Castro-Urdiales,942 86 01 96,94.0,,43.387605,-3.229378,9-04-20 00:14:44,Cantabria,POINT (-3.229378 43.387605)
4077,Privada,Vitalitas San José,NA Parque Empresarial de Morero DT-3,39611.0,Astillero (El),942 56 53 49,208.0,residencias.vitalitas.es/residencia-san-jose,43.396479,-3.835854,4-04-20 00:14:44,Cantabria,POINT (-3.835854 43.396479)
4078,Privada,Residencia Fuente Ventura,Barrio Somavilla 8,39594.0,Val de San Vicente,942 71 85 95,33.0,www.fuenteventura.es,43.349734000000005,-4.483912,8-04-20 00:14:44,Cantabria,POINT (-4.483912 43.34973400000001)
4079,Privada,Residencia Geriátrica La Encina,Calle San Roque 12,39608.0,Camargo,942 26 24 64,19.0,www.residencialaencinacantabria.es,43.423446000000006,-3.861997,8-04-20 00:14:44,Cantabria,POINT (-3.861997 43.42344600000001)
4080,Pública local,Apartamentos supervisados de Camargo,Calle Marqués de Villapuente s/n,39600.0,Camargo,942 25 10 67,24.0,,43.4196,-3.84977,10-04-20 00:14:44,Cantabria,POINT (-3.84977 43.4196)
4081,Privada,Residencia de mayores Liérganes,Paseo del Hombre Pez 10,39722.0,Liérganes,942 52 80 46,32.0,,43.345048999999996,-3.743668,5-04-20 00:14:44,Cantabria,POINT (-3.743668 43.345049)
4082,Privada,Residencia Virgen del Pilar,Barrio Alameda 136 - A,39694.0,Santa María de Cayón,942 14 18 30,126.0,,43.307078999999995,-3.857078,8-04-20 00:14:44,Cantabria,POINT (-3.857078 43.30707899999999)
4083,Pública autonómica,Residencia para personas mayores de Limpias,Calle El Rivero 3,39820.0,Limpias,942 62 23 12,53.0,www.promaiorem.com/nuestros-centros/centro-residencial-de-limpias,43.362113,-3.4262900000000003,5-04-20 00:14:44,Cantabria,POINT (-3.42629 43.362113)
4084,Privada,Residencia Sagrada Familia,Avenida de la Constitución 83,39592.0,Cabezón de la Sal,942 70 03 40,148.0,,43.296960999999996,-4.23958,3-04-20 00:14:44,Cantabria,POINT (-4.23958 43.296961)
4085,Privada sin fin de lucro,Residencia Nuestra Señora del Carmen,Calle Claudio López 1,39520.0,Comillas,942 72 01 34,88.0,,43.384096,-4.289032,7-07-20 00:14:44,Cantabria,POINT (-4.289032 43.384096)
4086,Privada,DomusVi Liencres,Barrio La Sierra 1-A,39120.0,Piélagos,942 58 81 14,146.0,www.domusvi.es/residencia-de-mayores-santander-liencres,43.462352,-3.929664,3-04-20 00:14:44,Cantabria,POINT (-3.929664 43.462352)
4087,Pública local,Las Anjanas,Barrio de Piebandera 6,39400.0,Corrales de Buelna (Los),942 84 20 38,50.0,www.clecemayores.com/es/residencia/68/residencia-de-personas-mayores-las-anjanas/,43.253646,-4.066763,16-05-20 00:14:44,Cantabria,POINT (-4.066763 43.253646)
4088,Privada,DomusVi Stella Maris,Calle Guevara 26 bis,39001.0,Santander,942 36 55 66,96.0,www.domusvi.es/residencia-mayores-santander-stella-maris,43.463722,-3.805443,8-04-20 00:14:44,Cantabria,POINT (-3.805443 43.463722)
4089,Privada,Residencia La Alborada,Calle Julián Urbina 16,39300.0,Torrelavega,942 08 11 11,121.0,www.residenciaalborada.es,43.352634,-4.045814,3-04-20 00:14:44,Cantabria,POINT (-4.045814 43.352634)
4090,Privada,La Caridad de Santander,Calle Alta 131,39008.0,Santander,942 23 16 19,271.0,www.lacaridaddesantander.es,43.458154,-3.823778,4-04-20 00:14:44,Cantabria,POINT (-3.823778 43.458154)
4091,Pública local,Centro Residencial Valle de Toranzo,Carretera Nacional 623 s/n,39699.0,Corvera de Toranzo,942 59 41 23,32.0,,43.210879999999996,-3.9385980000000003,13-07-20 00:14:44,Cantabria,POINT (-3.938598 43.21088)
4092,Privada sin fin de lucro,Centro Hospitalario Padre Menni,Avenida de Cantabria 52,39012.0,Santander,942 39 00 60,403.0,,43.476735,-3.8025010000000004,10-07-20 00:14:44,Cantabria,POINT (-3.802501 43.476735)
4093,Privada,Residencia Santa Ana,Avenida de Pumarejo Azcue 1,39740.0,Santoña,942 66 19 21,174.0,,43.442152,-3.4531959999999997,17-07-20 00:14:44,Cantabria,POINT (-3.453196 43.442152)
4094,Privada,Residencia Santa Ana,Calle Arzobispo 25,39510.0,Cabuérniga,942 70 60 04,67.0,www.residenciateran.com,43.217662,-4.303,4-04-20 00:14:44,Cantabria,POINT (-4.303 43.217662)
4095,Privada sin fin de lucro,Residencia Religiosas Angélicas,Calle Guevara 26,39001.0,Santander,942 22 35 00,74.0,,43.463702000000005,-3.805328,1-08-20 00:14:44,Cantabria,POINT (-3.805328 43.463702)
4096,Privada,Residencia San José,Avenida Fernando Arce 18,39300.0,Torrelavega,942 88 21 41,416.0,www.fundacionasilo.com,43.345228999999996,-4.045737,3-04-20 00:14:44,Cantabria,POINT (-4.045737 43.345229)
4097,Pública local,Viviendas supervisadas,Calle Cuba de Abajo 4,39340.0,Suances,942 84 44 60,8.0,www.suances.es/content/viviendas-supervisadas,43.424621,-4.03839,15-04-20 00:14:44,Cantabria,POINT (-4.03839 43.424621)
4098,Privada,Residencia Las Magnolias,Carretera General Santander a Bilbao 49 - km 180,39790.0,Bárcena de Cicero,942 64 29 11,26.0,,43.423455,-3.5203949999999997,8-04-20 00:14:44,Cantabria,POINT (-3.520395 43.423455)
4099,Privada,Residencia geriátrica Los Remedios,Calle Tomás Maza Solano 24,39611.0,Astillero (El),942 54 16 32,22.0,www.residencialosremedios.es,43.401195,-3.8315839999999994,21-02-20 00:14:44,Cantabria,POINT (-3.831583999999999 43.401195)
4100,,,,,,,,,,,,,POINT (nan nan)
4101,Privada,Residencia San Roque,Barrio La Puntania 6 - A,39120.0,Piélagos,942 58 17 20,31.0,,43.444059,-3.9279339999999996,19-07-20 00:14:44,Cantabria,POINT (-3.927934 43.444059)
4102,Privada,Centro Asistencial La Loma,NA Alto de la Loma s/n,39709.0,Castro-Urdiales,942 87 05 77,180.0,centroasistenciallaloma.es,43.358636,-3.213448,8-04-20 00:14:44,Cantabria,POINT (-3.213448 43.358636)
4103,Privada,Residencia de 3ª edad Hijos de Mar,Barrio La Vega s/n,39608.0,Camargo,942 26 08 47,50.0,,43.4264,-3.88631,5-04-20 00:14:44,Cantabria,POINT (-3.88631 43.4264)
4104,Pública autonómica,CAD Laredo,Avenida Derechos Humanos 15 A,39770.0,Laredo,942 60 71 50,130.0,,43.408494,-3.434363,7-03-20 00:14:44,Cantabria,POINT (-3.434363 43.408494)
4105,Privada,Residencia de 3ª edad El Pilar,Calle La Farola 20,39850.0,Ampuero,942 67 68 88,21.0,www.residenciageriatricaelpilar.es,43.316633,-3.449697,5-04-20 00:14:44,Cantabria,POINT (-3.449697 43.316633)
4106,Pública local,Residencia Virgen del Faro,Avenida de Cantabria 35,39012.0,Santander,942 39 81 93,160.0,www.promaiorem.com/nuestros-centros/centro-residencial-virgen-del-faro,43.475858,-3.806219,4-04-20 00:14:44,Cantabria,POINT (-3.806219 43.475858)
4107,Privada,Ballesol San Felices,Barrio Tarriba 11 - A,39409.0,San Felices de Buelna,942 81 52 90,82.0,ballesol.es/residencias-para-mayores-en-cantabria/residencias-ancianos-cantabria,43.271721,-4.047242,12-04-20 00:14:44,Cantabria,POINT (-4.047242 43.271721)
4108,Privada,Residencia Virgen de Valencia,Barrio Monseñor 19,39478.0,Piélagos,942 58 92 41,101.0,,43.40682,-3.94766,8-05-20 00:14:44,Cantabria,POINT (-3.94766 43.40682)
4109,Privada sin fin de lucro,Residencia para personas mayores Madernia,Carretera General de Helguera 1,39430.0,Molledo,942 82 89 17 / 638 66 37 48,92.0,mensajerosdelapazasturiasycantabria.org/madernia,43.157439000000004,-4.039789,15-04-20 00:14:44,Cantabria,POINT (-4.039789 43.157439)
4110,Privada,Residencia Lusanz Cantabria,Calle Lantueno NA,39490.0,Santiurde de Reinosa,942 77 86 25,97.0,www.lusanzcantabria.com,43.051373999999996,-4.082686,3-04-20 00:14:44,Cantabria,POINT (-4.082686 43.051374)
4111,Privada,Residencia María da Luz,Calle Las Clavelinas s/n,39197.0,Argoños,942 13 25 43,54.0,www.residenciamariadaluz.com,43.458997,-3.490875,4-05-20 00:14:44,Cantabria,POINT (-3.490875 43.458997)
4112,Privada,Fundación San Cándido,Calle Cajo 13,39011.0,Santander,942 33 45 33,267.0,www.sancandido.es,43.454809999999995,-3.834315,3-04-20 00:14:44,Cantabria,POINT (-3.834315 43.45480999999999)
4113,Privada,Residencia Bimbiles,Barrio Bergoneo 12,39110.0,Santa Cruz de Bezana,942 57 81 87,65.0,www.bimbiles.com,43.458292,-3.895782,20-01-20 00:14:44,Cantabria,POINT (-3.895782 43.458292)
4114,Privada,Residencia geriátrica Los Robles,Calle La Atalaya 24,39120.0,Piélagos,942 58 05 94,122.0,www.residencialosrobles.es,43.445885,-3.928144,16-04-20 00:14:44,Cantabria,POINT (-3.928144 43.445885)
4115,Privada,Residencia Virgen de la Salud,Barrio Puentenansa 9,39554.0,Rionansa,942 72 81 01,55.0,www.promaiorem.com/nuestros-centros/centro-res-virgen-de-la-salud,43.253615,-4.403767,3-04-20 00:14:44,Cantabria,POINT (-4.403767 43.253615)
4116,Privada,Residencia Virgen del Mar,Calle Los Foramontanos 48,39012.0,Santander,942 35 59 04,14.0,,43.469615000000005,-3.8431589999999995,15-04-20 00:14:44,Cantabria,POINT (-3.843159 43.469615)
4117,Privada,Residencial de 3ª edad Quijas,Calle Vinueva 86,39590.0,Reocín,942 83 83 43,63.0,residenciaquijas.wordpress.com,43.360034000000006,-4.086131,10-04-20 00:14:44,Cantabria,POINT (-4.086131 43.36003400000001)
4118,Privada,La Casa de Tagle Bracho,Barrio Cigüenza 6,39526.0,Alfoz de Lloredo,942 72 60 91,16.0,,43.387443,-4.180397,20-09-20 00:14:44,Cantabria,POINT (-4.180397 43.387443)
4119,Pública local,Residencia Virgen de la Velilla,Calle La Huertona s/n,39220.0,Valderredible,942 77 62 50,24.0,residenciavirgendelavelilla.com,42.805839,-3.940923,11-07-20 00:14:44,Cantabria,POINT (-3.940923 42.805839)
4120,Privada,Residencia Geriátrica Puente Viesgo,Barrio de la Estación s/n,39670.0,Puente Viesgo,942 59 90 68,147.0,www.residenciapuenteviesgo.es,43.298134999999995,-3.9641870000000003,17-07-20 00:14:44,Cantabria,POINT (-3.964187 43.29813499999999)
4121,Privada,Residencia de la Hoz,Avenida Juan Hormaechea 7,39195.0,Arnuero,942 67 94 56 / 659 83 98 53,43.0,www.geriatricodelahoz.com,43.491077000000004,-3.5512410000000005,10-07-20 00:14:44,Cantabria,POINT (-3.551241000000001 43.491077)
4122,Privada,Asilo Félix de las Cuevas,Calle San Roque 13,39570.0,Potes,942 73 02 18,90.0,,43.154812,-4.620718,27-04-20 00:14:44,Cantabria,POINT (-4.620718 43.154812)
4123,Privada sin fin de lucro,Residencia Santa Lucía,Avenida Cardenal Herrera Oria 100 (Políg. de Cazoña),39011.0,Santander,942 33 75 46 / 942 33 11 96,195.0,,43.455379,-3.854455,8-04-20 00:14:44,Cantabria,POINT (-3.854455 43.455379)
4124,Pública autonómica,CAD Santander,Calle Arriba 38,39012.0,Santander,942 29 00 50,215.0,,43.478018,-3.81227,3-04-20 00:14:44,Cantabria,POINT (-3.81227 43.478018)
4125,Privada,Residencia Villa Cicero,Urbanización Ría Gama 1,39790.0,Bárcena de Cicero,942 64 29 35,57.0,www.gsr.coop/residencias-de-personas-mayores/residencia-de-personas-mayores-en-cicero,43.422175,-3.513732,3-04-20 00:14:44,Cantabria,POINT (-3.513732 43.422175)
4126,Privada,Fundación Residencia San Pedro,Calle Convento 3,39610.0,Astillero (El),942 55 86 61,80.0,,43.399525,-3.82968,5-04-20 00:14:44,Cantabria,POINT (-3.82968 43.399525)
4127,Privada,Residencia de ancianos San Francisco II,Calle Peligros 4,39200.0,Reinosa,942 77 40 71,72.0,,43.000002,-4.140026,3-04-20 00:14:44,Cantabria,POINT (-4.140026 43.000002)
4128,Privada sin fin de lucro,Residencia Valdáliga,Barrio La Cocina 50,39593.0,Valdáliga,942 70 93 33,60.0,mensajerosdelapazasturiasycantabria.org/valdaliga,43.318799,-4.352925,15-04-20 00:14:44,Cantabria,POINT (-4.352925 43.318799)
4129,Privada sin fin de lucro,Casa de Reposo Santa María Soledad,Paseo Menéndez Pelayo 50,39006.0,Santander,942 27 28 50,35.0,,43.466516,-3.796101,4-04-20 00:14:44,Cantabria,POINT (-3.796101 43.466516)
4130,Privada,Residencia La Arboleda,Barrio San Pedro 19,39312.0,Polanco,942 82 45 05,14.0,www.residencialaarboleda.com,43.384943,-4.016116,21-02-20 00:14:44,Cantabria,POINT (-4.016116 43.384943)
4131,Pública local,Residencia geriátrica Virgen de la Barquera,Calle Río Saja 1,39540.0,San Vicente de la Barquera,942 71 50 13,58.0,www.promaiorem.com/nuestros-centros/centro-residencia-virgen-de-la-barquera,43.388821,-4.398664,7-07-20 00:14:44,Cantabria,POINT (-4.398664 43.388821)
4132,Privada,Residencia El Estanque,Calle Villapresente 144,39539.0,Reocín,942 82 12 43,18.0,www.residenciaelestanque.com,43.363828999999996,-4.1125680000000004,10-04-20 00:14:44,Cantabria,POINT (-4.112568 43.363829)
4133,Privada,Residencia de ancianos San Francisco,Calle Doctor Jiménez Díaz 5,39200.0,Reinosa,942 75 04 00,145.0,www.fundacionsanfrancsicoreinosa.com,43.000178999999996,-4.145455999999999,13-07-20 00:14:44,Cantabria,POINT (-4.145455999999999 43.000179)
4134,Privada,Residencia San Cipriano,Calle Navajeda 6,39110.0,Santa Cruz de Bezana,942 57 91 03 / 942 57 82 32,83.0,www.residenciasancipriano.com,43.462643,-3.887007,23-07-20 00:14:44,Cantabria,POINT (-3.887007 43.462643)
4135,Privada,Residencia Las Alondras,Avenida de Bilbao 22 D,39600.0,Camargo,942 26 99 55,25.0,www.residencialasalondras.net,43.420611,-3.848763,21-02-20 00:14:44,Cantabria,POINT (-3.848763 43.420611)
4136,Privada,Residencia Himerol Los Sauces,Calle Nueva 4,40360.0,Cantimpalos,677 42 06 57,63.0,,41.074521000000004,-4.1590739999999995,26-01-20 00:14:44,Segovia,POINT (-4.159073999999999 41.074521)
4137,Privada,Centro Residencial Claros Abades,Calle Miguel Martín 2,40141.0,Abades,921 10 90 11,81.0,www.clarosabades.es,40.917571,-4.2648209999999995,3-04-20 00:14:44,Segovia,POINT (-4.264821 40.917571)
4138,Privada,Centro Residencial Las Eras Nuestra Señora de Rodelga,Calle Escobar 28,40250.0,Mozoncillo,921 57 70 98,44.0,,41.144110999999995,-4.184764,4-04-20 00:14:44,Segovia,POINT (-4.184764 41.144111)
4139,Pública local,Vivienda tutelada para ancianos,Travesía del Horno 3,40100.0,Real Sitio de San Ildefonso,921 47 01 76,9.0,,40.903727,-4.007105999999999,26-01-20 00:14:44,Segovia,POINT (-4.007105999999999 40.903727)
4140,Pública local,Centro Geriátrico Nava de la Asunción,Calle Miguel Ángel 9,40450.0,Nava de la Asunción,921 58 02 39 / 615 60 63 71,62.0,,41.154996000000004,-4.491167,6-04-20 00:14:44,Segovia,POINT (-4.491167 41.154996)
4141,Privada sin fin de lucro,Residencia de ancianos El Alamillo,Campus El Alamillo 50,40200.0,Cuéllar,921 14 18 61,49.0,,41.3981,-4.31391,4-04-20 00:14:44,Segovia,POINT (-4.31391 41.3981)
4142,Pública autonómica,Residencia asistida de personas mayores,Calle Tres de abril 9,40002.0,Segovia,921 43 16 52,300.0,,40.942933000000004,-4.1365680000000005,21-07-20 00:14:44,Segovia,POINT (-4.136568 40.942933)
4143,Pública provincial,Módulo psicogeriátrico del Centro Nuestra Señora de la Fuencisla,Carretera de San Ildefonso Km. 7,40194.0,Palazuelos de Eresma,921 42 18 00,71.0,www.dipsegovia.es/servicios-sociales/centros-residenciales/-/publicador/centro-de-servicios-sociales-la-fuencisla/ek8I,40.9173,-4.0605400000000005,12-04-20 00:14:44,Segovia,POINT (-4.06054 40.9173)
4144,Privada,Residencia María Inmaculada,Calle Colegio 1,40270.0,Carbonero el Mayor,921 56 19 50,66.0,www.geroconfor.com/maria-inmaculada/,41.122429,-4.265828,12-07-20 00:14:44,Segovia,POINT (-4.265828 41.122429)
4145,Pública local,Residencia Sancti Spiritu,Plaza del Hospital 5,40520.0,Ayllón,921 55 39 09 / 921 55 35 63,47.0,www.ayllon.es/residencia-de-ancianos,41.419139,-3.378424,3-04-20 00:14:44,Segovia,POINT (-3.378424 41.419139)
4146,Privada,Centro Sociosanitario El Espinar,Calle Marigarcía 5,40440.0,Espinar (El),921 18 24 70,128.0,www.csselespinar.es,40.723607,-4.245217,5-05-20 00:14:44,Segovia,POINT (-4.245217 40.723607)
4147,Privada,Residencia La Vega,Calle Convento s/n,40465.0,Rapariegos,661 94 85 46,22.0,,41.096246,-4.654226,26-01-20 00:14:44,Segovia,POINT (-4.654226 41.096246)
4148,Pública local,Residencia de ancianos Virgen del Pinar,Calle El Sol 4,40320.0,Cantalejo,921 52 20 51,56.0,,41.254521999999994,-3.925755,6-07-20 00:14:44,Segovia,POINT (-3.925755 41.25452199999999)
4149,Pública local,Residencia San Miguel,Calle Segovia 4,40260.0,Fuentepelayo,921 57 43 97,21.0,,41.220257000000004,-4.176658,30-04-20 00:14:44,Segovia,POINT (-4.176658 41.220257)
4150,Privada,Nuestra Casa La Grande,Calle Larga 3,40532.0,Navares de Enmedio,921 53 20 51,37.0,www.nuestracasalagrande.es,41.380953999999996,-3.7212330000000002,4-04-20 00:14:44,Segovia,POINT (-3.721233 41.380954)
4151,Pública autonómica,Residencia mixta de la 3ª edad,Carretera de Valladolid 10,40003.0,Segovia,921 43 60 61,84.0,,40.959421999999996,-4.106918,10-07-20 00:14:44,Segovia,POINT (-4.106918 40.959422)
4152,Privada,Residencia Madrid,Paseo del Molinillo 5,40100.0,Real Sitio de San Ildefonso,921 47 00 69,77.0,,40.902493,-4.0025319999999995,4-04-20 00:14:44,Segovia,POINT (-4.002532 40.902493)
4153,Privada sin fin de lucro,Residencia de ancianos El Sotillo,Avenida El Sotillo 25,40196.0,Lastrilla (La),921 43 49 61,108.0,,40.962337,-4.093901,5-04-20 00:14:44,Segovia,POINT (-4.093901 40.962337)
4154,Pública local,Residencia San Fernando,Paseo de Bolonia 2,40100.0,Real Sitio de San Ildefonso,921 47 39 04,118.0,www.residenciasanfernando.com,40.9048,-4.0108,3-04-20 00:14:44,Segovia,POINT (-4.0108 40.9048)
4155,Privada,Residencia Aguilafuente,Carretera de Fuentepelayo s/n,40340.0,Aguilafuente,921 57 21 99,50.0,www.residenciamasluz.com,41.226723,-4.122923999999999,12-07-20 00:14:44,Segovia,POINT (-4.122923999999999 41.226723)
4156,Privada,Residencia Nuestra Señora Virgen del Rosario,Avenida del Polideportivo s/n,40297.0,Sanchonuño,921 16 00 93,40.0,,41.327888,-4.30285,5-05-20 00:14:44,Segovia,POINT (-4.30285 41.327888)
4157,Privada,Centro Residencial Doctor Barrios,Carretera Ortigosa del Monte a La Losa s/n,40421.0,Ortigosa del Monte,921 48 92 01,122.0,www.centrodoctorbarrios.es,40.848663,-4.171757,4-04-20 00:14:44,Segovia,POINT (-4.171757 40.848663)
4158,Privada sin fin de lucro,Residencia San Juan Bautista,Calle Reverendo Padre Juan de Frutos 32,40317.0,Urueñas,921 53 41 67 / 921 12 77 95 / 699 70 01 42,24.0,,41.356169,-3.77399,3-04-20 00:14:44,Segovia,POINT (-3.77399 41.356169)
4159,Pública local,Residencia El Mirador,Avenida José Antonio 48,40480.0,Coca,921 58 64 07,39.0,,41.219482,-4.519858,11-07-20 00:14:44,Segovia,POINT (-4.519858 41.219482)
4160,Privada,Centro de Mayores Valdihuertos,Calle Fotógrafo Rafael s/n,40200.0,Cuéllar,921 14 49 10,124.0,www.valdihuertos.com,41.405335,-4.310263,17-04-20 00:14:44,Segovia,POINT (-4.310263 41.405335)
4161,Privada,Residencia para la 3ª edad Prádena Salud,Calle Ferial 14,40165.0,Prádena,921 50 73 85,99.0,www.pradenasalud.com,41.135932000000004,-3.6906239999999997,5-04-20 00:14:44,Segovia,POINT (-3.690624 41.135932)
4162,Pública provincial,Residencia de personas mayores Nuestra Señora de la Fuencisla,Carretera de San Ildefonso Km. 7,40194.0,Palazuelos de Eresma,921 42 18 00,67.0,www.dipsegovia.es/servicios-sociales/centros-residenciales/-/publicador/centro-de-servicios-sociales-la-fuencisla/ek8I,40.929664,-4.0555900000000005,12-04-20 00:14:44,Segovia,POINT (-4.05559 40.929664)
4163,Privada,Residencia geriátrica Las Viñas,Carretera de Cuéllar a Arévalo s/n,40466.0,Rapariegos,920 30 97 20,37.0,www.residencialasvinas.es,41.094814,-4.649796,9-04-20 00:14:44,Segovia,POINT (-4.649796 41.094814)
4164,Pública provincial,Residencia de mayores La Alameda,Calle Ramón y Cajal 1,40450.0,Nava de la Asunción,921 58 09 45 / 921 58 09 44,67.0,www.dipsegovia.es/index.php/contenidos/index/id_contenido/1212,41.154637,-4.489318,3-04-20 00:14:44,Segovia,POINT (-4.489318 41.154637)
4165,Privada,Fundación Santa Eulalia,Calle Otones 3,40192.0,Torreiglesias,921 50 95 11,48.0,www.residenciasantaeulalia.es,41.104756,-4.032074,11-04-20 00:14:44,Segovia,POINT (-4.032074 41.104756)
4166,Privada,Residencia de mayores San Antonio,Calle Fuentepía 12,40142.0,Marugán,921 19 65 30,27.0,www.residenciasanantonio.org,40.893762,-4.387654,14-05-20 00:14:44,Segovia,POINT (-4.387654 40.893762)
